,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
537,Long Island City,40.75021734610528,-73.93920223915505,Sweetleaf,40.74853679447502,-73.93878657878295,Coffee Shop
538,Long Island City,40.75021734610528,-73.93920223915505,Ice & Vice Pop-Up,40.747729754542306,-73.9410247840577,Ice Cream Shop
539,Long Island City,40.75021734610528,-73.93920223915505,Chip,40.75020196956331,-73.94094918728511,Bakery
540,Long Island City,40.75021734610528,-73.93920223915505,Indie LIC,40.74889496653177,-73.94216174033207,Restaurant
541,Long Island City,40.75021734610528,-73.93920223915505,Partners Coffee,40.7475693824323,-73.94145464282613,Coffee Shop
542,Long Island City,40.75021734610528,-73.93920223915505,Levante,40.747517967937966,-73.94159008228058,Pizza Place
543,Long Island City,40.75021734610528,-73.93920223915505,Xi'an Famous Foods,40.747488830456156,-73.94164499378402,Chinese Restaurant
544,Long Island City,40.75021734610528,-73.93920223915505,Luzzo’s,40.7489493677965,-73.94221276016694,Pizza Place
545,Long Island City,40.75021734610528,-73.93920223915505,Aloft Long Island City-Manhattan View,40.7482794,-73.9398239,Hotel
546,Long Island City,40.75021734610528,-73.93920223915505,Linc LIC Fitness Center,40.748921179159815,-73.94267946925865,Gym / Fitness Center
547,Long Island City,40.75021734610528,-73.93920223915505,Packard Cafe & Grill,40.751156423431155,-73.93993653131865,Café
548,Long Island City,40.75021734610528,-73.93920223915505,Book Culture,40.747451074575785,-73.94204799529219,Bookstore
549,Long Island City,40.75021734610528,-73.93920223915505,RESOBOX,40.75103691709408,-73.93910170039331,Café
550,Long Island City,40.75021734610528,-73.93920223915505,Triple Shot World Atlas,40.750256135169806,-73.93959054726801,Coffee Shop
551,Long Island City,40.75021734610528,-73.93920223915505,Food Cellar & Co.,40.748097396600215,-73.94278401315896,Supermarket
552,Long Island City,40.75021734610528,-73.93920223915505,Hyatt Place Long Island City/New York City,40.74815355897993,-73.94148383695553,Hotel
553,Long Island City,40.75021734610528,-73.93920223915505,Raj's Indian Kitchen,40.74997632892085,-73.93926056994543,Indian Restaurant
554,Long Island City,40.75021734610528,-73.93920223915505,Birch Coffee,40.75313771432362,-73.94052570206453,Coffee Shop
555,Long Island City,40.75021734610528,-73.93920223915505,Chipotle Mexican Grill,40.747227491157524,-73.94164881692888,Mexican Restaurant
556,Long Island City,40.75021734610528,-73.93920223915505,Starbucks,40.74745932309569,-73.94203125198355,Coffee Shop
557,Long Island City,40.75021734610528,-73.93920223915505,M. Wells Steakhouse,40.74839103721746,-73.94233553952344,Steakhouse
558,Long Island City,40.75021734610528,-73.93920223915505,Q4 Hotel,40.74955997525312,-73.93768766129769,Hostel
559,Long Island City,40.75021734610528,-73.93920223915505,SculptureCenter,40.746952192402134,-73.94106792860292,Art Museum
560,Long Island City,40.75021734610528,-73.93920223915505,LIC Beer Project,40.754666593461295,-73.93940550245183,Brewery
561,Long Island City,40.75021734610528,-73.93920223915505,US Post Office,40.750828516537474,-73.94075731874317,Post Office
562,Long Island City,40.75021734610528,-73.93920223915505,Peet’s Coffee,40.751546,-73.938668,Coffee Shop
563,Long Island City,40.75021734610528,-73.93920223915505,MetLife Gym,40.75034016256897,-73.93923941029905,Gym
564,Long Island City,40.75021734610528,-73.93920223915505,Sapps,40.747957445244545,-73.93995806442221,Bar
565,Long Island City,40.75021734610528,-73.93920223915505,The Burger Garage,40.746847,-73.942472,Burger Joint
566,Long Island City,40.75021734610528,-73.93920223915505,House of Thai,40.753493785592234,-73.93787824622584,Thai Restaurant
567,Long Island City,40.75021734610528,-73.93920223915505,Fairfield Inn & Suites New York Queens/Queensboro Bridge,40.751443,-73.935107,Hotel
568,Long Island City,40.75021734610528,-73.93920223915505,Oro Restaurant and Lounge,40.751803,-73.939319,Italian Restaurant
569,Long Island City,40.75021734610528,-73.93920223915505,GoodFellas Pizza Inc.,40.753242,-73.937256,Pizza Place
570,Long Island City,40.75021734610528,-73.93920223915505,Chase Bank,40.7507926,-73.9394866,Bank
571,Long Island City,40.75021734610528,-73.93920223915505,Dunkin',40.750899398023066,-73.93964693864041,Donut Shop
572,Long Island City,40.75021734610528,-73.93920223915505,Silvercup Studios,40.75107869225788,-73.9445611681755,General Entertainment
573,Long Island City,40.75021734610528,-73.93920223915505,Caffeina Espresso Bar,40.74883614017126,-73.94443542088034,Café
574,Long Island City,40.75021734610528,-73.93920223915505,T-Mobile,40.75152817059678,-73.94115567361075,Mobile Phone Shop
575,Long Island City,40.75021734610528,-73.93920223915505,Momento,40.75069681897997,-73.94000456217405,Mexican Restaurant
576,Long Island City,40.75021734610528,-73.93920223915505,Dunkin',40.75001860771349,-73.93979790270174,Donut Shop
577,Long Island City,40.75021734610528,-73.93920223915505,Reis Art Studios,40.74967065765243,-73.94499775673688,Arts & Entertainment
578,Long Island City,40.75021734610528,-73.93920223915505,Packard Square,40.75161094723286,-73.94058764889097,Residential Building (Apartment / Condo)
579,Long Island City,40.75021734610528,-73.93920223915505,Plaza Panini Cafe,40.750332,-73.940468,Café
580,Long Island City,40.75021734610528,-73.93920223915505,Chickpea,40.74964397330064,-73.93925216272157,Mediterranean Restaurant
581,Long Island City,40.75021734610528,-73.93920223915505,Cranberry,40.74910247104244,-73.9392097699285,Deli / Bodega
582,Long Island City,40.75021734610528,-73.93920223915505,Mike's Pizza,40.75224656731344,-73.9344749685542,Pizza Place
583,Long Island City,40.75021734610528,-73.93920223915505,Checkers,40.749915744400354,-73.93966167361066,Fast Food Restaurant
584,Long Island City,40.75021734610528,-73.93920223915505,Mr. Wonton,40.747037,-73.942023,Chinese Restaurant
585,Long Island City,40.75021734610528,-73.93920223915505,Subway,40.7499421276652,-73.93927551561053,Sandwich Place
586,Long Island City,40.75021734610528,-73.93920223915505,The Huntress Whiskey n' Wings,40.75263238131445,-73.93984840880552,Bar
587,Long Island City,40.75021734610528,-73.93920223915505,Hotel Verve,40.75210114933238,-73.93558502197266,Hotel
588,Long Island City,40.75021734610528,-73.93920223915505,LIC Arts Center,40.748882568094636,-73.94466698169708,Art Gallery
589,Long Island City,40.75021734610528,-73.93920223915505,Dutch Kills Green,40.749612107200356,-73.93730530533502,Park
590,Long Island City,40.75021734610528,-73.93920223915505,Quality Inn,40.752011,-73.93448,Hotel
591,Long Island City,40.75021734610528,-73.93920223915505,Cloud Catering,40.74894342933174,-73.9400148049087,Restaurant
592,Long Island City,40.75021734610528,-73.93920223915505,Halal Cart,40.74903089402463,-73.9404797787798,Food Truck
593,Long Island City,40.75021734610528,-73.93920223915505,Microtel Inn By Wyndham Long Island City,40.751972,-73.93522,Hotel
594,Long Island City,40.75021734610528,-73.93920223915505,MTA Subway - E Train,40.747787,-73.94034,Train
595,Long Island City,40.75021734610528,-73.93920223915505,MTA Bus - Q32/Q60 - Queens Plaza South & 28th St,40.74731354250843,-73.93562332997219,Bus Station
596,Long Island City,40.75021734610528,-73.93920223915505,Spring Thyme Day Spa,40.751816994896835,-73.93434318194547,Spa
597,Long Island City,40.75021734610528,-73.93920223915505,The Gym @ The Harrison,40.746524,-73.941668,Gym
598,Sunnyside,40.74017628351924,-73.92691617561577,Nita's European Bakery,40.73968122217404,-73.92476940874033,Bakery
599,Sunnyside,40.74017628351924,-73.92691617561577,Don Pollo II,40.740049127070606,-73.92376298045315,Peruvian Restaurant
600,Sunnyside,40.74017628351924,-73.92691617561577,Marabella's Pizza,40.74017373127598,-73.92391877458819,Pizza Place
601,Sunnyside,40.74017628351924,-73.92691617561577,Fish House,40.740322041131535,-73.92314173140358,Seafood Restaurant
602,Sunnyside,40.74017628351924,-73.92691617561577,Lowery Liquor & Wine Co,40.743673063519815,-73.92384048264886,Liquor Store
603,Sunnyside,40.74017628351924,-73.92691617561577,I Love Paraguay,40.741087267057395,-73.92149020353071,South American Restaurant
604,Sunnyside,40.74017628351924,-73.92691617561577,Pete's Grill,40.74369686270076,-73.92575405150966,Diner
605,Sunnyside,40.74017628351924,-73.92691617561577,Sunnyside Pizza,40.743909065444484,-73.92405483919823,Pizza Place
606,Sunnyside,40.74017628351924,-73.92691617561577,SoleLuna,40.7440962823303,-73.92412726169988,Italian Restaurant
607,Sunnyside,40.74017628351924,-73.92691617561577,Baruir's Coffee Store,40.74387879879115,-73.9240077997006,Coffee Shop
608,Sunnyside,40.74017628351924,-73.92691617561577,La Pollera Colorada,40.740246916058155,-73.92341896737977,South American Restaurant
609,Sunnyside,40.74017628351924,-73.92691617561577,Dollar Tree,40.74418698514606,-73.9258845070036,Discount Store
610,Sunnyside,40.74017628351924,-73.92691617561577,"Thomas P. Noonan, Jr. Playground",40.74105257409956,-73.92221292964575,Park
611,Sunnyside,40.74017628351924,-73.92691617561577,Thalia Spanish Theater,40.740208,-73.923517,Theater
612,Sunnyside,40.74017628351924,-73.92691617561577,CTown Supermarkets,40.740450403441145,-73.92322396150702,Grocery Store
613,Sunnyside,40.74017628351924,-73.92691617561577,La Vienesa Bakery,40.743815639239465,-73.92460411393647,Bakery
614,Sunnyside,40.74017628351924,-73.92691617561577,The Courtyard Ale House,40.74365359176295,-73.92365419546228,Pub
615,Sunnyside,40.74017628351924,-73.92691617561577,Natural Tofu,40.743549198661164,-73.92413095816286,Korean Restaurant
616,Sunnyside,40.74017628351924,-73.92691617561577,Coffee Tossy,40.740498,-73.92258,Coffee Shop
617,Sunnyside,40.74017628351924,-73.92691617561577,Tropical Restaurant,40.737414061585,-73.9296089614148,Restaurant
618,Sunnyside,40.74017628351924,-73.92691617561577,Oasis Pizza & Gyro,40.74354675388641,-73.9243298302878,Pizza Place
619,Sunnyside,40.74017628351924,-73.92691617561577,Ten Full Chinese,40.74000627173716,-73.9250860394811,Chinese Restaurant
620,Sunnyside,40.74017628351924,-73.92691617561577,Verdecchio,40.74412171762285,-73.92535366786534,Pizza Place
621,Sunnyside,40.74017628351924,-73.92691617561577,Tangra Fusion,40.744235943684586,-73.92497559549653,Chinese Restaurant
622,Sunnyside,40.74017628351924,-73.92691617561577,La Hoguera Paisa,40.743614718142844,-73.92385086044575,Latin American Restaurant
623,Sunnyside,40.74017628351924,-73.92691617561577,Forever 21,40.73919276192915,-73.93053569619278,Clothing Store
624,Sunnyside,40.74017628351924,-73.92691617561577,Harmony Terrace,40.740425801711005,-73.92391770816543,Romanian Restaurant
625,Sunnyside,40.74017628351924,-73.92691617561577,New York Sports Club,40.7445923,-73.925885,Gym / Fitness Center
626,Sunnyside,40.74017628351924,-73.92691617561577,McDonald's,40.74349150193048,-73.92686247825628,Fast Food Restaurant
627,Sunnyside,40.74017628351924,-73.92691617561577,Dazie's Restaurant,40.744025157779205,-73.92460868195631,Italian Restaurant
628,Sunnyside,40.74017628351924,-73.92691617561577,Holiday Inn Express,40.736919183333335,-73.92836053333333,Hotel
629,Sunnyside,40.74017628351924,-73.92691617561577,Sunnyside Fresh Taco,40.740704898921116,-73.92247156667575,Taco Place
630,Sunnyside,40.74017628351924,-73.92691617561577,Deals,40.74418420205419,-73.92580780894133,Discount Store
631,Sunnyside,40.74017628351924,-73.92691617561577,China Garden,40.74196662199372,-73.9257191253221,Chinese Restaurant
632,Sunnyside,40.74017628351924,-73.92691617561577,Limoncito con Ron,40.74413950634663,-73.92479921120155,Bar
633,Sunnyside,40.74017628351924,-73.92691617561577,NYCTA & Bus Co. Bus B24 / Q39 At Greenpoint & 48th Ave,40.739850943357624,-73.92386631673396,Bus Station
634,Sunnyside,40.74017628351924,-73.92691617561577,Mario's Restautant,40.74140215468407,-73.92177087585327,Italian Restaurant
635,Sunnyside,40.74017628351924,-73.92691617561577,Sunrise Restaurant & Grill,40.739939126893695,-73.9236998304767,BBQ Joint
636,Sunnyside,40.74017628351924,-73.92691617561577,Mi Nuevo Rancho,40.74125571397621,-73.92119918171072,Mexican Restaurant
637,Sunnyside,40.74017628351924,-73.92691617561577,livia's nail & spa,40.740154,-73.923354,Spa
638,Sunnyside,40.74017628351924,-73.92691617561577,Aponte Deli Grocery,40.73738633547079,-73.92956459450187,Deli / Bodega
639,Sunnyside,40.74017628351924,-73.92691617561577,Q39,40.73950787597606,-73.92181106260323,Bus Stop
640,Sunnyside,40.74017628351924,-73.92691617561577,iloveparaguay,40.74116344913129,-73.92147922716175,South American Restaurant
641,Sunnyside,40.74017628351924,-73.92691617561577,Bubble Laundromat,40.73946304917599,-73.92125195162632,Laundromat
642,Sunnyside,40.74017628351924,-73.92691617561577,Red Roof Inn Queens,40.736661794994724,-73.92811379427191,Hotel
643,East Elmhurst,40.76407323883091,-73.86704147658772,Dunkin',40.762185223635456,-73.86891978680535,Donut Shop
644,East Elmhurst,40.76407323883091,-73.86704147658772,Dunkin',40.765393529687735,-73.86196220499488,Donut Shop
645,East Elmhurst,40.76407323883091,-73.86704147658772,Baskin-Robbins,40.763977270097726,-73.87044308380901,Ice Cream Shop
646,East Elmhurst,40.76407323883091,-73.86704147658772,Hertz,40.767307,-73.867262,Rental Car Location
647,East Elmhurst,40.76407323883091,-73.86704147658772,Elements Lounge,40.76743296874557,-73.86704831806546,Hotel Bar
648,East Elmhurst,40.76407323883091,-73.86704147658772,Starbucks,40.76850483755989,-73.86790170363254,Coffee Shop
649,East Elmhurst,40.76407323883091,-73.86704147658772,Trade Fair,40.761963665098946,-73.8699107084977,Supermarket
650,East Elmhurst,40.76407323883091,-73.86704147658772,Dunkin',40.76740212857984,-73.86498599071166,Donut Shop
651,East Elmhurst,40.76407323883091,-73.86704147658772,J and J Liquor Store,40.761481,-73.867395,Liquor Store
652,East Elmhurst,40.76407323883091,-73.86704147658772,MTA Bus - Q19/Q49 (Astoria Blvd/100th St),40.76213455200195,-73.86965942382812,Bus Station
653,East Elmhurst,40.76407323883091,-73.86704147658772,Cali Ají Con Sabor,40.76233285657774,-73.87072127459737,South American Restaurant
654,East Elmhurst,40.76407323883091,-73.86704147658772,Flushing Bay,40.76286396355218,-73.86275021502344,Lake
655,East Elmhurst,40.76407323883091,-73.86704147658772,Public School 92,40.760585,-73.86787,School
656,East Elmhurst,40.76407323883091,-73.86704147658772,Gulf,40.764974291340614,-73.86163416059846,Gas Station
657,Maspeth,40.725427374093606,-73.89621713626859,Rosa's Pizza,40.72686299417401,-73.89551730598838,Pizza Place
658,Maspeth,40.725427374093606,-73.89621713626859,Iavarone Bros.,40.7258989157838,-73.89506489038467,Gourmet Shop
659,Maspeth,40.725427374093606,-73.89621713626859,Joey's Pizza,40.726224144417756,-73.89517217874527,Pizza Place
660,Maspeth,40.725427374093606,-73.89621713626859,Good Eats Diner,40.72643679285672,-73.89440158262548,Diner
661,Maspeth,40.725427374093606,-73.89621713626859,Isabella's Ices,40.72771402167123,-73.89535752906895,Dessert Shop
662,Maspeth,40.725427374093606,-73.89621713626859,Fame Diner,40.72720304445241,-73.89334857203721,Diner
663,Maspeth,40.725427374093606,-73.89621713626859,Glendale Bake Shop,40.726481395697554,-73.89468009608129,Bakery
664,Maspeth,40.725427374093606,-73.89621713626859,Home Made Taqueria,40.727878403294014,-73.89215271563427,Taco Place
665,Maspeth,40.725427374093606,-73.89621713626859,Dollar Tree,40.72594855438765,-73.8942754535615,Discount Store
666,Maspeth,40.725427374093606,-73.89621713626859,Connolly's Corner,40.728143632937375,-73.89168402237512,Sports Bar
667,Maspeth,40.725427374093606,-73.89621713626859,Wakamatsu,40.727544,-73.892359,Japanese Restaurant
668,Maspeth,40.725427374093606,-73.89621713626859,Carvel,40.7264552,-73.894865,Ice Cream Shop
669,Maspeth,40.725427374093606,-73.89621713626859,Sakura 7,40.724224290322006,-73.89865857617956,Sushi Restaurant
670,Maspeth,40.725427374093606,-73.89621713626859,Maspeth Pizza,40.72796674429386,-73.89194948419956,Pizza Place
671,Maspeth,40.725427374093606,-73.89621713626859,Peggy Dempsey's,40.722861309886596,-73.90101691183963,Pub
672,Maspeth,40.725427374093606,-73.89621713626859,Dunkin',40.72599051469027,-73.89492491842003,Donut Shop
673,Maspeth,40.725427374093606,-73.89621713626859,T-Mobile,40.72724859556207,-73.89357878848841,Mobile Phone Shop
674,Maspeth,40.725427374093606,-73.89621713626859,Chase Bank,40.727114,-73.893757,Bank
675,Maspeth,40.725427374093606,-73.89621713626859,Chase Bank,40.72400232360066,-73.89842100441456,Bank
676,Maspeth,40.725427374093606,-73.89621713626859,Verizon Wireless,40.72683772953261,-73.89387927068252,Mobile Phone Shop
677,Maspeth,40.725427374093606,-73.89621713626859,SUBWAY,40.72742721941788,-73.89299554879565,Sandwich Place
678,Maspeth,40.725427374093606,-73.89621713626859,CVS pharmacy,40.72718417044794,-73.89286130967005,Pharmacy
679,Maspeth,40.725427374093606,-73.89621713626859,Key Food,40.724792,-73.89681,Grocery Store
680,Maspeth,40.725427374093606,-73.89621713626859,Marketplace by Key Food,40.724543133501335,-73.89821491382719,Grocery Store
681,Maspeth,40.725427374093606,-73.89621713626859,New maspeth diner,40.72377014160156,-73.89981842041016,Diner
682,Maspeth,40.725427374093606,-73.89621713626859,Hush,40.72741652774789,-73.89262963193312,Lounge
683,Maspeth,40.725427374093606,-73.89621713626859,Enchanted Florist & Greenhouse Ltd,40.723209,-73.900146,Flower Shop
684,Maspeth,40.725427374093606,-73.89621713626859,Eagle pharmacy,40.7229866404557,-73.90063723667086,Pharmacy
685,Maspeth,40.725427374093606,-73.89621713626859,Yeun Wah Takeout,40.72224004055848,-73.89270794268955,Chinese Restaurant
686,Maspeth,40.725427374093606,-73.89621713626859,Maria deli,40.726414918899536,-73.90176236629486,Deli / Bodega
687,Maspeth,40.725427374093606,-73.89621713626859,Whitefish Triangle Park,40.7265168428421,-73.9017516374588,Park
688,Ridgewood,40.70832315613858,-73.90143517559589,Taquerias Kermes,40.70789873691417,-73.89776182399763,Mexican Restaurant
689,Ridgewood,40.70832315613858,-73.90143517559589,Little Egypt,40.70815613401337,-73.89804776332822,Egyptian Restaurant
690,Ridgewood,40.70832315613858,-73.90143517559589,Joe's Restaurant,40.707452,-73.903355,Italian Restaurant
691,Ridgewood,40.70832315613858,-73.90143517559589,Energy Fuel,40.709503399758056,-73.89881307779598,Restaurant
692,Ridgewood,40.70832315613858,-73.90143517559589,Catania Bakery,40.71012699361419,-73.8992077355002,Bakery
693,Ridgewood,40.70832315613858,-73.90143517559589,Valentino Food Market,40.706852,-73.897537,Grocery Store
694,Ridgewood,40.70832315613858,-73.90143517559589,Rosa's Pizza,40.712168,-73.900103,Pizza Place
695,Ridgewood,40.70832315613858,-73.90143517559589,Dashi Noodle House,40.707713,-73.89748,Noodle House
696,Ridgewood,40.70832315613858,-73.90143517559589,Tendo Sushi,40.708226241227656,-73.89794374920605,Sushi Restaurant
697,Ridgewood,40.70832315613858,-73.90143517559589,Grimaldi Bakery,40.708992551382075,-73.90638495281291,Bakery
698,Ridgewood,40.70832315613858,-73.90143517559589,Gottscheer Hall,40.706689614792886,-73.90561429681502,German Restaurant
699,Ridgewood,40.70832315613858,-73.90143517559589,Królewskie Jadło,40.70833633053024,-73.89792556009421,Polish Restaurant
700,Ridgewood,40.70832315613858,-73.90143517559589,Windjammer,40.709294556811074,-73.90702053176494,Bar
701,Ridgewood,40.70832315613858,-73.90143517559589,Gyro World,40.70714,-73.897194,Greek Restaurant
702,Ridgewood,40.70832315613858,-73.90143517559589,Delight Diner,40.70622820207209,-73.89683181158352,Diner
703,Ridgewood,40.70832315613858,-73.90143517559589,Cute Cat Cafe,40.7067435381023,-73.89704939091492,Café
704,Ridgewood,40.70832315613858,-73.90143517559589,Coco Lin Vegetarian House,40.70985332374339,-73.89901825484232,Vegetarian / Vegan Restaurant
705,Ridgewood,40.70832315613858,-73.90143517559589,Corato Pizza,40.70594008860232,-73.89667694340271,Pizza Place
706,Ridgewood,40.70832315613858,-73.90143517559589,Paradise Aquarium,40.70862178355144,-73.8981733143278,Pet Store
707,Ridgewood,40.70832315613858,-73.90143517559589,Price Choice Food Market,40.710124285274425,-73.89921847931261,Grocery Store
708,Ridgewood,40.70832315613858,-73.90143517559589,T-Mobile,40.70622,-73.896565,Mobile Phone Shop
709,Ridgewood,40.70832315613858,-73.90143517559589,Force Fitness Club,40.71184139603129,-73.89974413558309,Gym
710,Ridgewood,40.70832315613858,-73.90143517559589,GNC,40.706522246519135,-73.89693961900761,Supplement Shop
711,Ridgewood,40.70832315613858,-73.90143517559589,Chase Bank,40.705792635540206,-73.89682978391647,Bank
712,Ridgewood,40.70832315613858,-73.90143517559589,Verizon,40.70694509328453,-73.89697981088045,Mobile Phone Shop
713,Ridgewood,40.70832315613858,-73.90143517559589,Rosemary's Playground,40.70438330642548,-73.90416402464187,Playground
714,Ridgewood,40.70832315613858,-73.90143517559589,Rite Aid,40.7089052,-73.9058477,Pharmacy
715,Ridgewood,40.70832315613858,-73.90143517559589,Subway Restaurant,40.70602637473902,-73.89678430602264,Sandwich Place
716,Ridgewood,40.70832315613858,-73.90143517559589,Bosna Express,40.7047175707264,-73.90237811480169,Eastern European Restaurant
717,Ridgewood,40.70832315613858,-73.90143517559589,Gyro World,40.7072799,-73.8970487,Greek Restaurant
718,Ridgewood,40.70832315613858,-73.90143517559589,TD Bank,40.712311144677955,-73.90073977791417,Bank
719,Ridgewood,40.70832315613858,-73.90143517559589,A & D Grill & Deli,40.706492,-73.900182,Deli / Bodega
720,Ridgewood,40.70832315613858,-73.90143517559589,Palmetto Deli,40.70857197264171,-73.89855302911715,Deli / Bodega
721,Ridgewood,40.70832315613858,-73.90143517559589,Fresh Pond Spice,40.71014,-73.899582,Indian Restaurant
722,Ridgewood,40.70832315613858,-73.90143517559589,Twist It Top It,40.70900899769495,-73.89852709605074,Ice Cream Shop
723,Ridgewood,40.70832315613858,-73.90143517559589,Charle's Liquor Store,40.709202,-73.898399,Liquor Store
724,Ridgewood,40.70832315613858,-73.90143517559589,Amigo 99 Cent Store,40.705841145164094,-73.90142383263375,Convenience Store
725,Ridgewood,40.70832315613858,-73.90143517559589,Minitalia Pizza,40.708276426744774,-73.89793209484023,Pizza Place
726,Ridgewood,40.70832315613858,-73.90143517559589,The Nest Fine Dessert,40.70662434048739,-73.89704296952105,Dessert Shop
727,Ridgewood,40.70832315613858,-73.90143517559589,Krystal European Bakery,40.70661725,-73.89698072,Bakery
728,Glendale,40.70276242967838,-73.87074167435605,Cook's Arts & Crafts Shoppe,40.70316969249906,-73.86783671477868,Arts & Crafts Store
729,Glendale,40.70276242967838,-73.87074167435605,Finback Brewery,40.70656669482739,-73.87317894974458,Brewery
730,Glendale,40.70276242967838,-73.87074167435605,Home Service Beer,40.703479178836645,-73.87139189958565,Food & Drink Shop
731,Glendale,40.70276242967838,-73.87074167435605,Parkland Deli,40.7034124226749,-73.86803952474331,Deli / Bodega
732,Rego Park,40.72897409480735,-73.8578268690537,Tiger Schulmann's Mixed Martial Arts,40.729543485568534,-73.86001888162345,Martial Arts Dojo
733,Rego Park,40.72897409480735,-73.8578268690537,the dinerbar,40.72918462944002,-73.85934906847199,American Restaurant
734,Rego Park,40.72897409480735,-73.8578268690537,Avellino Ristorante & Pizzeria,40.72976798666398,-73.86045074006529,Italian Restaurant
735,Rego Park,40.72897409480735,-73.8578268690537,Bamboo Ya,40.72981230326564,-73.86081224868165,Japanese Restaurant
736,Rego Park,40.72897409480735,-73.8578268690537,Chidori Japanese Cuisine,40.72983751109504,-73.86024658786918,Sushi Restaurant
737,Rego Park,40.72897409480735,-73.8578268690537,Tower Diner,40.72761060121135,-73.8548801452468,Diner
738,Rego Park,40.72897409480735,-73.8578268690537,Marani,40.73129513680654,-73.85999871551813,Kosher Restaurant
739,Rego Park,40.72897409480735,-73.8578268690537,Rego Park Pastry,40.73145604737717,-73.85988564755635,Bakery
740,Rego Park,40.72897409480735,-73.8578268690537,Netcost,40.72922508119549,-73.85990190992653,Grocery Store
741,Rego Park,40.72897409480735,-73.8578268690537,Chatime,40.72958615965278,-73.86009074431121,Bubble Tea Shop
742,Rego Park,40.72897409480735,-73.8578268690537,Roast N Co,40.726657950724366,-73.85358868303673,Restaurant
743,Rego Park,40.72897409480735,-73.8578268690537,Rego Park Wines & Liquors,40.731312181336506,-73.86006056881963,Liquor Store
744,Rego Park,40.72897409480735,-73.8578268690537,CVS pharmacy,40.73089767932838,-73.86072934253633,Pharmacy
745,Rego Park,40.72897409480735,-73.8578268690537,Paris Baguette,40.73013621565319,-73.86157994325103,Bakery
746,Rego Park,40.72897409480735,-73.8578268690537,Tandoori Food & Bakery,40.732417272485726,-73.85687957310599,Bakery
747,Rego Park,40.72897409480735,-73.8578268690537,Knish Nosh Knishes & Franks,40.727108,-73.854817,Snack Place
748,Rego Park,40.72897409480735,-73.8578268690537,Blacksea Fish & Grill,40.730417901575635,-73.86342417544638,Mediterranean Restaurant
749,Rego Park,40.72897409480735,-73.8578268690537,Lot-Less Closeouts,40.72942316924522,-73.8614647981297,Discount Store
750,Rego Park,40.72897409480735,-73.8578268690537,J&D Pizzeria & Restaurant,40.73248653909926,-73.85741921688103,Pizza Place
751,Rego Park,40.72897409480735,-73.8578268690537,Fresh Value Market Place,40.7296745100919,-73.86270284992953,Health Food Store
752,Rego Park,40.72897409480735,-73.8578268690537,Family Fruit Farm,40.728757096338434,-73.86336726333742,Grocery Store
753,Rego Park,40.72897409480735,-73.8578268690537,Rego Park Sake Sushi,40.73043826020163,-73.86341361853336,Sushi Restaurant
754,Rego Park,40.72897409480735,-73.8578268690537,CVS pharmacy,40.72679064351588,-73.85377220539202,Pharmacy
755,Rego Park,40.72897409480735,-73.8578268690537,Tu Arepa Pizza Cafe,40.727482026394895,-73.85302794070248,Spanish Restaurant
756,Rego Park,40.72897409480735,-73.8578268690537,Bed Bath & Beyond,40.7309624390452,-73.8623097691197,Furniture / Home Store
757,Rego Park,40.72897409480735,-73.8578268690537,Subway,40.730214513620986,-73.86272511379714,Sandwich Place
758,Rego Park,40.72897409480735,-73.8578268690537,Rouge Nails & Spa,40.73006146008311,-73.86157248903636,Nail Salon
759,Rego Park,40.72897409480735,-73.8578268690537,Rego Bagels,40.72960265150517,-73.86263640477898,Bagel Shop
760,Rego Park,40.72897409480735,-73.8578268690537,Starbucks,40.729803939216424,-73.8626648555788,Coffee Shop
761,Rego Park,40.72897409480735,-73.8578268690537,Dunkin',40.730009123329516,-73.86297131883356,Donut Shop
762,Rego Park,40.72897409480735,-73.8578268690537,Andre's Hungarian Bakery,40.72650660404446,-73.85308336045614,Bakery
763,Rego Park,40.72897409480735,-73.8578268690537,SUBWAY,40.72703027704455,-73.85307388455895,Sandwich Place
764,Rego Park,40.72897409480735,-73.8578268690537,The Bund,40.72649858656626,-73.85303432178617,Shanghai Restaurant
765,Rego Park,40.72897409480735,-73.8578268690537,Primadonna,40.72654718702401,-73.85342725705016,Pizza Place
766,Rego Park,40.72897409480735,-73.8578268690537,Dunkin',40.72715164278294,-73.8531961616568,Donut Shop
767,Rego Park,40.72897409480735,-73.8578268690537,Fruit Ranch,40.72664512369095,-73.85344044925777,Grocery Store
768,Rego Park,40.72897409480735,-73.8578268690537,New York Sports Clubs,40.7273394,-73.8534734,Gym / Fitness Center
769,Rego Park,40.72897409480735,-73.8578268690537,Wetherole Plaza,40.72543616412737,-73.85805942961237,Plaza
770,Rego Park,40.72897409480735,-73.8578268690537,Shogun Hibachi,40.72671401704769,-73.85369181632996,Restaurant
771,Rego Park,40.72897409480735,-73.8578268690537,Subway,40.72703745966466,-73.8529819968353,Sandwich Place
772,Rego Park,40.72897409480735,-73.8578268690537,Mezze,40.726552,-73.853384,Mediterranean Restaurant
773,Rego Park,40.72897409480735,-73.8578268690537,Fleetwood Triangle,40.726678537240296,-73.8626357162487,Park
774,Rego Park,40.72897409480735,-73.8578268690537,Creative Florist,40.7280742492324,-73.863571774485,Flower Shop
